7.967194911399746005e+00 1.168534339275636817e-02
8.024246436909892921e+00 0.000000000000000000e+00
8.081297962420039838e+00 0.000000000000000000e+00
8.138349487930188531e+00 0.000000000000000000e+00
8.195401013440335447e+00 0.000000000000000000e+00
8.252452538950482364e+00 1.168534339275636817e-02
8.309504064460629280e+00 0.000000000000000000e+00
8.366555589970776197e+00 0.000000000000000000e+00
8.423607115480924890e+00 1.168534339275636817e-02
8.480658640991071806e+00 1.168534339275636817e-02
8.537710166501218723e+00 1.168534339275636817e-02
8.594761692011365639e+00 1.168534339275636817e-02
8.651813217521512556e+00 3.505603017826801338e-02
8.708864743031661249e+00 1.168534339275636817e-02
8.765916268541808165e+00 1.168534339275636817e-02
8.822967794051955082e+00 2.337068678551273634e-02
8.880019319562101998e+00 7.011206035653821944e-02
8.937070845072248915e+00 9.348274714204803104e-02
8.994122370582397608e+00 8.179740374929457547e-02
9.051173896092544524e+00 7.011206035653821944e-02
9.108225421602691441e+00 1.051680905348073153e-01
9.165276947112838357e+00 1.285387773203200690e-01
9.222328472622985274e+00 1.519094641058280626e-01
9.279379998133133967e+00 2.453922112478837403e-01
9.336431523643280883e+00 9.348274714205094538e-02
9.393483049153427800e+00 2.220215244623710005e-01
9.450534574663574716e+00 3.155042716044219597e-01
9.507586100173721633e+00 2.220215244623640893e-01
9.564637625683870326e+00 3.388749583899346440e-01
9.621689151194017242e+00 3.856163319609601237e-01
9.678740676704164159e+00 3.973016753537165213e-01
9.735792202214311075e+00 3.155042716044219597e-01
9.792843727724457992e+00 4.089870187464601514e-01
9.849895253234606685e+00 4.790990791030111384e-01
9.906946778744753601e+00 4.557283923174983431e-01
9.963998304254900518e+00 4.907844224957674806e-01
1.002104982976504743e+01 4.557283923174983431e-01
1.007810135527519435e+01 3.739309885682037815e-01
1.013515288078534127e+01 5.959525130305562968e-01
1.019220440629548996e+01 5.024697658885238782e-01
1.024925593180563688e+01 5.842671696378184398e-01
1.030630745731578379e+01 6.660645733871130014e-01
1.036335898282593071e+01 5.024697658885081131e-01
1.042041050833607940e+01 6.660645733871130014e-01
1.047746203384622632e+01 7.244912903508947677e-01
1.053451355935637324e+01 4.557283923174983431e-01
1.059156508486652015e+01 4.440430489247420009e-01
1.064861661037666707e+01 3.856163319609601237e-01
1.070566813588681399e+01 7.011206035653602120e-01
1.076271966139696268e+01 5.842671696378184398e-01
1.081977118690710959e+01 4.557283923174983431e-01
1.087682271241725651e+01 4.440430489247420009e-01
1.093387423792740343e+01 4.440430489247281787e-01
1.099092576343755212e+01 3.271896149971783019e-01
1.104797728894769904e+01 3.622456451754473838e-01
1.110502881445784595e+01 4.557283923174983431e-01
1.116208033996799287e+01 2.453922112478837403e-01
1.121913186547813979e+01 2.103361810696146306e-01
1.127618339098828670e+01 2.220215244623640893e-01
1.133323491649843540e+01 2.453922112478837403e-01
1.139028644200858231e+01 1.519094641058328088e-01
1.144733796751872923e+01 1.168534339275636852e-01
1.150438949302887615e+01 1.285387773203160444e-01
1.156144101853902484e+01 1.986508376768582607e-01
1.161849254404917176e+01 7.011206035653821944e-02
1.167554406955931867e+01 1.285387773203200690e-01
1.173259559506946559e+01 8.179740374929457547e-02
1.178964712057961250e+01 8.179740374929457547e-02
1.184669864608975942e+01 4.674137357102401552e-02
1.190375017159990811e+01 7.011206035653821944e-02
1.196080169711005503e+01 1.168534339275636817e-02
1.201785322262020195e+01 4.674137357102401552e-02
1.207490474813035064e+01 1.168534339275636817e-02
1.213195627364049756e+01 0.000000000000000000e+00
1.218900779915064447e+01 0.000000000000000000e+00
1.224605932466079139e+01 2.337068678551273634e-02
1.230311085017093831e+01 2.337068678551273634e-02
1.236016237568108522e+01 2.337068678551273634e-02
1.241721390119123214e+01 1.168534339275636817e-02
1.247426542670137906e+01 2.337068678551200776e-02
