9.510997843090850168e+00 1.136854876833772419e-02
9.569639159608168910e+00 1.136854876833772419e-02
9.628280476125487652e+00 2.273709753667613534e-02
9.686921792642804618e+00 0.000000000000000000e+00
9.745563109160123361e+00 3.410564630501317779e-02
9.804204425677442103e+00 3.410564630501317779e-02
9.862845742194760845e+00 3.410564630501421168e-02
9.921487058712077811e+00 2.273709753667544839e-02
9.980128375229396553e+00 6.821129261002635558e-02
1.003876969174671530e+01 3.410564630501317779e-02
1.009741100826403404e+01 3.410564630501421168e-02
1.015605232478135100e+01 9.094839014670179356e-02
1.021469364129866975e+01 1.250540364517149783e-01
1.027333495781598849e+01 6.821129261002635558e-02
1.033197627433330723e+01 1.250540364517187808e-01
1.039061759085062420e+01 1.477911339883904163e-01
1.044925890736794294e+01 1.250540364517149783e-01
1.050790022388526168e+01 1.250540364517149783e-01
1.056654154040258042e+01 1.705282315250658542e-01
1.062518285691989917e+01 2.046338778300852701e-01
1.068382417343721613e+01 2.842137192084431274e-01
1.074246548995453487e+01 3.069508167451185932e-01
1.080110680647185362e+01 3.751621093551562591e-01
1.085974812298917058e+01 2.387395241350922237e-01
1.091838943950648932e+01 3.978992068918204006e-01
1.097703075602380807e+01 4.206363044284958108e-01
1.103567207254112681e+01 5.115846945751976182e-01
1.109431338905844555e+01 4.320048531968466166e-01
1.115295470557576252e+01 4.888475970385222080e-01
1.121159602209308126e+01 4.320048531968335159e-01
1.127023733861040000e+01 4.547419507335089817e-01
1.132887865512771874e+01 5.456903408802273869e-01
1.138751997164503571e+01 5.456903408802108446e-01
1.144616128816235445e+01 5.570588896485485497e-01
1.150480260467967319e+01 6.593758285635880068e-01
1.156344392119699194e+01 6.366387310269319144e-01
1.162208523771430890e+01 4.774790482701844474e-01
1.168072655423162765e+01 5.456903408802108446e-01
1.173936787074894639e+01 5.115846945751976182e-01
1.179800918726626513e+01 5.343217921118730285e-01
1.185665050378358387e+01 5.684274384169034633e-01
1.191529182030090084e+01 5.229532433435353234e-01
1.197393313681821958e+01 5.343217921118730285e-01
1.203257445333553832e+01 4.206363044285085229e-01
1.209121576985285529e+01 5.911645359535616651e-01
1.214985708637017403e+01 5.797959871852239599e-01
1.220849840288749277e+01 3.751621093551448793e-01
1.226713971940481152e+01 3.296879142817940034e-01
1.232578103592213026e+01 2.614766216717755998e-01
1.238442235243944722e+01 2.614766216717676617e-01
1.244306366895676597e+01 3.069508167451185932e-01
1.250170498547408471e+01 2.046338778300852701e-01
1.256034630199140167e+01 1.591596827567281491e-01
1.261898761850872042e+01 1.932653290617413477e-01
1.267762893502603916e+01 1.477911339883904163e-01
1.273627025154335790e+01 1.818967802934035871e-01
1.279491156806067664e+01 1.023169389150426350e-01
1.285355288457799361e+01 6.821129261002635558e-02
1.291219420109531235e+01 4.547419507335089678e-02
1.297083551761263109e+01 7.957984137836407457e-02
1.302947683412994984e+01 4.547419507335089678e-02
1.308811815064726858e+01 1.136854876833806767e-02
1.314675946716458554e+01 5.684274384168862271e-02
1.320540078368190429e+01 5.684274384168862271e-02
1.326404210019922303e+01 1.136854876833806767e-02
1.332268341671653999e+01 2.273709753667544839e-02
1.338132473323385874e+01 2.273709753667544839e-02
1.343996604975117748e+01 0.000000000000000000e+00
1.349860736626849622e+01 0.000000000000000000e+00
1.355724868278581496e+01 0.000000000000000000e+00
1.361588999930313193e+01 0.000000000000000000e+00
1.367453131582045067e+01 1.136854876833772419e-02
1.373317263233776941e+01 0.000000000000000000e+00
1.379181394885508638e+01 0.000000000000000000e+00
1.385045526537240690e+01 0.000000000000000000e+00
1.390909658188972386e+01 0.000000000000000000e+00
1.396773789840704261e+01 0.000000000000000000e+00
1.402637921492436135e+01 1.136854876833806767e-02
1.408502053144167832e+01 1.136854876833772419e-02
1.414366184795899706e+01 1.136854876833772419e-02
